Rating,Title,Date,Verified Purchase,Body,Helpful Votes
4.0,They absolutely love them! So much they're willing to go into ...,"November 27, 2017",Yes,"It's the only treat I feed my dogs. They absolutely love them! So much they're willing to go into time out for climbing onto things they're not supposed to so they can have a slight chance of getting into the bag!..PROs:.Too many to list. Real ingredients, No wheat or by-products. Healthy and good!!..CONs:.A bit pricey for dog treats IMO but you get what you pay for..I wish they wern't broken up at all. A lot of the pieces are so tiny that you can't give them to the dogs as actual treats without having them lick them out of your hand, or put into food bowls. If it was just one gigantic piece that you could break down yourself, then that would be super fantastic!",0
5.0,great product. arrived when expected,"March 4, 2016",Yes,great product. arrived when expected. fits about 2 scoops of dog food per bowl. great for my lab and my lab mix,1
5.0,My cat doesn't really enjoy being combed but this gets the job done and ...,"November 20, 2017",Yes,My cat doesn't really enjoy being combed but this gets the job done and allows me to gather all the hair.,0
5.0,Five Stars,"June 5, 2015",Yes,Both my dog and cat like these.  Good  product,0
5.0,I's like to give him more than 4 a day,"November 6, 2015",Yes,My  22 lb. shitzu really loves these treats. I's like to give him more than 4 a day. Would that be OK?,0
4.0,Four Stars,"December 27, 2017",Yes,works good,0
5.0,awesome!,"August 22, 2017",Yes,best tool i've ever purchased for my cats !!!  won't hestitate to purchase it again.,0
5.0,Five Stars,"October 16, 2017",Yes,Great,1
5.0,fast shipping.,"March 4, 2015",Yes,Fast shipping. Hung it right away. we've had no issues with it falling off and enjoy the feeder.,0
1.0,One Star,"February 15, 2016",Yes,Fell of and broke,1
5.0,Five Stars,"January 5, 2017",Yes,Great for the price.,1
5.0,Love,"October 5, 2016",Yes,These are great just what I was looking for,1
5.0,great window feeder,"December 15, 2014",Yes,love these window feeders.  This is the best one I have found.,0
5.0,Five Stars,"May 7, 2015",Yes,"Smells great, helped stop puppy itching. I love it.",0
5.0,My granddaughters really love this feeder,"May 14, 2015",Yes,My  granddaughters really love this feeder.,0
5.0,Five Stars,"November 21, 2015",Yes,Great product.,0
5.0,Prompt Service,"February 18, 2015",Yes,Have not yet tried the product.  Good quantitiy price.,0
5.0,Great for training,"July 18, 2017",Yes,"Our dog LOVES this stuff! Great for training, or as a special treat with her dry food.",0
5.0,I love them. He doesn't,"March 17, 2016",Yes,Got these for my puppy who carries all his bowls through the house and flips them. So far these bowls have out smarted him!  I love them. He doesn't lol,1
4.0,Leakage during shipping.,"November 18, 2015",Yes,"My dog and I love the product.  We're on our third bottle already!  However, the last shipment leaked into the cardboard package due to a loose cap.  It was only a tiny amount but messy and sticky to clean up the bottle.  Please make sure cap is tightly secured before shipping!",0
5.0,Five Stars,"February 26, 2018",Yes,Sturdy and inexpensive,0
5.0,Five Stars,"October 20, 2015",Yes,Dog loves these!,0
5.0,Made tough to last!!,"December 11, 2017",Yes,"My dogs new leash is great! It's made VERY well,  and should outlast my pitbull for once. The 2 different handles is a real blessing.",0
3.0,Dogs liked them,"June 17, 2015",Yes,Two out of my four dogs like them. They smell horrible but they are all chicken.,0
5.0,It is a great shampoo for cutting down on scratching and pulling off ...,"April 27, 2015",Yes,Product is just as descried. It is a great shampoo for cutting down on scratching and pulling off hair.,0
5.0,Five Stars,"January 2, 2016",Yes,Birds love it too.,0
5.0,Great! Now my dad doesn't have to go outside ...,"March 23, 2015",Yes,Great! Now my dad doesn't have to go outside in the weather to feed his beloved birds.  He can just open the window.,0
5.0,Five Stars,"January 4, 2018",Yes,Super quality. Very happy with this leash. Holds up to my 110lb boy :),0
5.0,Five Stars,"November 10, 2015",Yes,Quality product and quick delivery!,0
5.0,Five Stars,"March 28, 2016",Yes,"Love the window bird feeders. They are easy to see, and fill.",0
3.0,Bummer,"January 21, 2015",Yes,We were so very happy with this product until the weather got cold. The suction cup feature doesn't hold up to winter on the northeast. The rubber turns rigid and can'taintain the vacuum.,7
5.0,Quality is great and easy to,"May 22, 2017",Yes,Arrived on time. Quality is great and easy to use.  Very easy to install and I love being able to see my bird friends!!,0
4.0,item received fast and I still have to use it ...,"August 26, 2016",Yes,item received fast and I still have to use it on my dog to rate it properly in terms of product quality and satisfaction.,0
5.0,AWESOME PRODUCT FOR THE PRICE!,"September 1, 2017",Yes,Great product!! recommend to all!,1
5.0,All good,"November 18, 2015",Yes,Smells great makes hair wonderful soft,0
5.0,Window Bird Feeder,"November 18, 2015",Yes,"Packaged well, nice size and the seed tray is removable to fill or clean.",0
5.0,Five Stars,"September 6, 2015",Yes,very nice product,0
4.0,Four Stars,"March 23, 2015",Yes,"Nice shampoo, seemed to help with itching!",0
5.0,Five Stars,"February 24, 2016",Yes,Great product! Would def recommend,1
5.0,Five Stars,"August 8, 2015",Yes,Very good dog shampoo,0
5.0,Five Stars,"April 12, 2017",Yes,Product was exactly what I ordered and expected. Thank you,1
5.0,Works great! I tried it on my cat and my ...,"November 6, 2017",Yes,Works great! I tried it on my cat and my friends dog and was able to brush off so much hair!,0
5.0,Awesome,"January 23, 2016",Yes,Awesome! Love it,1
5.0,Our French Bulldog LOVES it!,"August 7, 2015",Yes,Our French Bulldog has to take 2 baths per week during the summer months and this OmegaPet Dog Shampoo provides a great soothing bath.  He loves baths regardless but this keeps his coat soft as well.,0
5.0,excellent product!,"March 21, 2017",Yes,"Quick delivery, excellent product!!",1
5.0,Five Stars,"March 21, 2017",Yes,Love the design and the function.  Great bowls.,1
1.0,Not big enough,"April 4, 2016",Yes,"These are way smaller than I expected. I think by 32 oz, they mean 32 oz. total.",2
5.0,Five Stars,"October 25, 2015",Yes,great,0
5.0,Buy it for itchy dogs,"January 29, 2016",Yes,Love it. Dog is not itchy when I use this product.,0
5.0,Perfect,"March 29, 2017",Yes,Everything it says it is at a better price!,1
5.0,Five Stars,"December 30, 2015",Yes,My doxie is completely crazy about those,0
4.0,Dog bowl purchase,"May 7, 2016",Yes,"Nice product, smaller than I thought. Great for smaller dogs. Holds about a cup and a half of our German shepherd puppy's food.",1
5.0,Durable and easy to fill,"April 29, 2015",Yes,My daughter LOVES this feeder I bought her. She lives in a condo so it's so easy to just remove the tray to refill it. She only uses sunflower seeds which attracts so many birds. I get videos of her creeping up on the cardinals to take their picture!!!,0
5.0,Very handy.,"November 9, 2017",Yes,Very handy when I walk my dog.  Can be adjustable to short and long length.  Has a good grip when my dog try to pull me as well.,0
5.0,I love this oatmeal fog shampoo not only it made my ...,"February 24, 2015",Yes,"I love this oatmeal dog shampoo  not only it made my dogs hair smoother , it would also get rid of the dog smell and its gentle to use ...I would buy it again..",0
5.0,Just as I dreamed!,"December 12, 2015",Yes,I love the product!,1
5.0,Five Stars,"May 7, 2015",Yes,I absolutely love this dog shampoo!!! It is gentle and it smells terrific!,0
5.0,Great Treat for Training My Dogs.,"June 19, 2015",Yes,My dogs love these treats.  I'm using them for training and they go crazy for them.  I wanted something that was without grains and all that other stuff and glad they are made in the USA.,0
5.0,easy to put together and to use,"September 10, 2014",Yes,"Arrived in two days. Item is of high quality and exactly as described, easy to put together and to use.  Birds are starting to find it. Thank you!",0
5.0,Five Stars,"March 26, 2017",Yes,great bowls for my large dog. They're the perfect size,1
5.0,It doesn't smell very good but it works,"March 11, 2015",Yes,This shampoo makes my dog's coat extremely soft. It doesn't smell very good but it works.,0
5.0,Five Stars,"January 12, 2018",Yes,Our little pups love these as a treat. Great product!,0
4.0,Four Stars,"June 26, 2017",Yes,Nice!,0
5.0,Five Stars,"December 5, 2017",Yes,Love it,1
5.0,Five Stars,"July 20, 2016",Yes,Great product,0
5.0,Five Stars,"February 9, 2018",Yes,I feel like the leash helped with my dog pulling. Good quality and shipped fast. Thanks,0
5.0,Good quality,"February 28, 2018",Yes,Very comfortable on my hand/wrist. Love the two handles,0
1.0,One Star,"November 22, 2016",Yes,Very light weight. Rubber around base has fallen off already. Channel around base of bowl rusting.,1
5.0,Good,"August 2, 2018",Yes,Great for the price,0
5.0,Five Stars,"December 16, 2017",Yes,"I'm happy with the quality and design, it is also beautiful. The delivery time was as expected 👍.",0
5.0,Happy Birdwatching!,"December 12, 2016",Yes,It's perfect!  Just what I was looking for.,0
5.0,Awesome!!!,"August 14, 2017",Yes,Love it!!!,1
4.0,"Our Golden Retriver thanks you for this wonderful shampoo. He was having problems with "" hot ...","August 29, 2016",Yes,"Our Golden Retriver thanks you for this wonderful shampoo.  He was having problems with "" hot spots "" from the heat of summer.  We got him a haircut and this shampoo, which soothed his skin!",0
5.0,Five Stars,"June 4, 2018",Yes,AAA,0
5.0,Five Stars,"January 30, 2018",Yes,"All three of my cats love it, and it's been helping with their dry skin",0
3.0,okay to use but doesn't work with preventing itchy and scratching,"February 17, 2016",Yes,"I got this for my German Shepherd, a long hair black/silver Geman Shepherd who just happened to have a  sensitive skin.  Tried this product twice and can now finally write my review.  The first time I used it, her coat was shiny for maybe two days, so I thought it may be a user error.  Tried it again last week, leave it in for 5-10 minutes and rinse off.  This time, her coat was shiny and soft for 2 days and was dull and dry again.  Her skin was flaky and the itchy and scratching is also back after 2 days.  Okay product to use, but as far as helping with shiny coat and reduce itchy and scratching simply doesn't work.",0
5.0,Five Stars,"March 3, 2017",Yes,Arrived as promised. Reasonably priced.,1
1.0,One Star,"May 27, 2018",Yes,It begain to rush one month after having it,0
5.0,Five Stars,"June 3, 2015",Yes,Good shampoo!,0
1.0,misleading product info,"March 25, 2016",Yes,Thought bowls were 32 oz each but only 16 each. Either that or was sent wrong bowls.  Very disappointed in size.  I have fairly large dog and have to fill  water bowl 3-4 times a day.  Bowls I had before were huge and only needed filling once.  Thought two 32 oz bowls would be sufficient. But then got two 16 oz instead.  Misleading description -- Gpet Bowl (singular) 32 ounces leads you to believe one bowl is 32 oz not both bowls combined are 32 oz. Not first time misleading product info so just need to stop ordering from Amazon.,9
5.0,My pets love them!,"August 3, 2016",Yes,I have 2 cats and a dog that love these tablets and beg for more. I'm looking forward to seeing improvements with my cats' dandruff and keeping my dog's skin and coat shiny and healthy.,0
4.0,... of the freeze dried beef liver treats these are easy to break and give my small dog a very ...,"November 2, 2015",Yes,Unlike some of the freeze dried beef liver treats these are easy to break and give my small dog a very small treat for training.,0
5.0,good stuff,"May 18, 2015",Yes,Pretty good,0
4.0,Very Pleased ...,"October 2, 2016",Yes,"My little white terrier mix has plaguing skin allergies, to the point where she chews raw spots that require vet visits and wearing the Cone of Shame. I ordered this product based on a search for good dog shampoos for skin issues. The first thing I noticed when bathing my dog with it was the pleasant smell. And then I noticed that it felt ""smooth"" to my touch. The shampoo lathered well and also seemed to brighten her coat somewhat. I've used the whitening shampoos on her before, and they seem to irritate her. I was very pleased with the results of the first couple of uses. I'll update later as I continue using it.",0
